학습자료명,페이지 번호,키워드명,파일명,목차명,확장자명,출처명,홈페이지주소,작성일자,데이터기준일자,제공기관코드,제공기관명
물벼룩 · 해캄 · 플라나리아,,물벼룩;해캄;플라나리아;물속에 사는 작은 생물;물속에 사는 생물;물벼룰 생김새;물벼룩의 구조;물벼룩의 모습;물벼룩의 특징;물벼룩의 생식;물벼룩 관찰;물벼룩을 통한 수질 검사;해캄의,,,,,https://www.edunet.net/contsMvGllry/view/152/34345,,2025-04-21,B550629,한국교육학술정보원
짚신벌레 · 유글레나,,물속에 사는 작은 생물;물속에 사는 생물;짚신벌레;유글레나;짚신벌레의 구조;짚신벌레 생김새;짚신벌레 특징;짚신벌레 짝짓기;짚신벌레 이분법;유글레나의 구조;유글레나 생김새;유글레나 ,,,,,https://www.edunet.net/contsMvGllry/view/152/37305,,2025-04-21,B550629,한국교육학술정보원
심장의 구조와 기능,,심장의 구조;심장의 기능;심장;판막;심장박동의 원리;가로무늬근;민무늬근;거짓말 탐지기;신경의 종류;거짓말 탐지기의 원리;초등학교 5학년 과학 우리 몸;초5 과학 우리 몸;중학교 과,,,,,https://www.edunet.net/contsMvGllry/view/152/21631,,2025-04-21,B550629,한국교육학술정보원
혈관과 혈액,,혈관;혈액;모세혈관;동맥;정맥;혈액의 역할;혈액의 기능;초등학교 5학년 과학 우리 몸;초5 과학 우리 몸;중학교 과학 소화와 순환;중학교 과학 호흡과 배설,,,,,https://www.edunet.net/contsMvGllry/view/152/21662,,2025-04-21,B550629,한국교육학술정보원
동물의 소화 기관,,동물의 소화 기관;초식 동물의 소화 기관;사마귀의 소화 기관;닭의 소화 기관;어류의 소화 기관;초등학교 5학년 과학 우리 몸;초5 과학 우리 몸;중학교 과학 소화와 순환;중학교 과,,,,,https://www.edunet.net/contsMvGllry/view/152/1967866,,2025-04-21,B550629,한국교육학술정보원
우리 몸과 소화,,소화;소화 과정;소화 기관;영양분 흡수;소화와 관련된 잘못된 상식;초등학교 5학년 과학 우리 몸;초5 과학 우리 몸;중학교 과학 소화와 순환;중학교 과학 호흡과 배설,,,,,https://www.edunet.net/contsMvGllry/view/152/2003698,,2025-04-21,B550629,한국교육학술정보원
배설과 배출,,배설;배출;배설과 배출의 중요성;방귀가 만들어지는 과정;방귀를 방출할 때 소리가 나는 이유;동물 배출물의 재탄생;코끼리 똥으로 만든 종이;세계에서 가장 비싼 커피;초등학교 5학년 ,,,,,https://www.edunet.net/contsMvGllry/view/152/1968571,,2025-04-21,B550629,한국교육학술정보원
호흡이란,,호흡;폐에서 가스 교환이 일어나는 과정;호흡이 이루어지는 과정;호흡 과정;딸꾹질;딸꾹질 멈추는 방법;콧물이 생기는 이유;코딱지가 생기는 이유;초등학교 5학년 과학 우리의 몸;초5 ,,,,,https://www.edunet.net/contsMvGllry/view/152/2019313,,2025-04-21,B550629,한국교육학술정보원
호흡 기관의 구조와 기능,,호흡 기관의 구조;호흡 기관의 기능;폐포에서의 기체 교환;기관지의 역할;기관지의 섬모;폐암;미세 먼지;미세 먼지로 인한 피해 예방 방법;미세 먼지 예방;초등학교 5학년 과학 우리의,,,,,https://www.edunet.net/contsMvGllry/view/152/2020379,,2025-04-21,B550629,한국교육학술정보원
건강한 생활 습관,,비만;체중;호흡;지방;신체;초등 5학년 2학기 과학;초5 과학;우리 몸의 구조와 기능;비만;체중;호흡;지방;신체;체중과 호흡량의 관계;체중을 조절하는 방법,,,,,https://www.edunet.net/contsMvGllry/view/152/2048921,,2025-04-21,B550629,한국교육학술정보원
생활 속 용액의 이용,,생활 속 용액의 이용;핫팩의 원리;액체형 핫팩;과포화 용액;손난로가 따뜻해지는 원리;액체형 핫팩의 장점;액체형 핫팩의 단점;저온 화상;부동액;냉각수;부동액의 역할;우리 몸 속 부동,,,,,https://www.edunet.net/contsMvGllry/view/152/13389,,2025-04-21,B550629,한국교육학술정보원
과냉각 액체,,과냉각 액체;유리잔 만드는 과정;유리의 특수성;비정질 고체;콜로이드 상태;콜로이드 졸 상태;콜로이드 겔 상태;탱탱볼 만들기;초등학교 3학년 과학 혼합물의 분리;초3 과학 혼합물의 ,,,,,https://www.edunet.net/contsMvGllry/view/152/2009569,,2025-04-21,B550629,한국교육학술정보원
빛의 굴절,,빛의 굴절;매질이 빛의 속도에 미치는 영향;매질에 따라 빛의 속도가 달라지는 이유;물속에 있는 물체가 더 크게 보이는 이유;물속 물고기 잡는 방법;초등학교 3학년 과학 빛의 직진;,,,,,https://www.edunet.net/contsMvGllry/view/152/67851,,2025-04-21,B550629,한국교육학술정보원
렌즈의 모양과 빛의 굴절,,렌즈의 모양;빛의 굴절;눈의 구조;수정체 역할;수정체가 빛의 굴절을 조절하는 원리;정상안;노안;오목 렌즈;볼록 렌즈;라식 수술의 원리;근시의 교정;원시의 교정;초등학교 3학년 과학,,,,,https://www.edunet.net/contsMvGllry/view/152/68654,,2025-04-21,B550629,한국교육학술정보원
마술인 듯 마술 아닌 보이지 않는 유리,,"빛의 굴절, 빛의 반사",,,,,https://www.edunet.net/contsMvGllry/view/152/2010895,,2025-04-21,B550629,한국교육학술정보원
빛의 굴절을 이용한 착시 현상,,빛의 굴절;착시 현상;빛의 굴절을 통한 착시 현상;빛의 굴절로 인한 현상;빛의 굴절 예;초등학교 3학년 과학 빛의 직진;초3 과학 빛의 직진;초등학교 5학년 과학 빛;초5 과학 빛,,,,,https://www.edunet.net/contsMvGllry/view/152/2011593,,2025-04-21,B550629,한국교육학술정보원
렌즈가 사용되는 예,,망원경;렌즈;굴절;반사;중학교 2학년 과학;중학교 과학;과학2;빛과 파동;망원경;렌즈;굴절;반사;렌즈를 사용하는 대표적인 물건인 망원경,,,,,https://www.edunet.net/contsMvGllry/view/152/2048922,,2025-04-21,B550629,한국교육학술정보원
지시약,,지시약;지시약의 종류;BTB용액;페놀프탈레인 용액;요술 꽃다발 만들기;만능 지시약;여러 가지 지시약의 변색 범위;pH 시험지;소변 검사 시험지의 원리,,,,,https://www.edunet.net/contsMvGllry/view/152/69654,,2025-04-21,B550629,한국교육학술정보원
천연 지시약 만들기,,천연 지시약 만들기;카멜레온 볼 만들기;pH에 따른 카멜레온 볼의 색깔 변화;카멜레온 볼의 색이 바뀌는 이유;안토시아닌을 함유한 지시약의 색깔 변화;pH에 따른 포도 주스의 색깔 ,,,,,https://www.edunet.net/contsMvGllry/view/152/1999139,,2025-04-21,B550629,한국교육학술정보원
지시약을 이용한 마술,,지시약;페놀프탈레인;사라지는 잉크의 비밀;지시약을 이용한 마술;초등학교 3학년 과학 액체와 기체의 부피;초3 과학 액체와 기체의 부피;초등학교 5학년 과학 산과 염시;초5 과학 산,,,,,https://www.edunet.net/contsMvGllry/view/152/2010521,,2025-04-21,B550629,한국교육학술정보원
자석 인간은 가능할까,,자석 인간;자석 인간은 가능한가;정지 마찰력;인체 통신 기술;터치 센서;터치 센서의 원리;인버터 스탠드의 원리;초등학교 3학년 과학 자석의 성질;초3 과학 자석의 성질;초등학교 5,,,,,https://www.edunet.net/contsMvGllry/view/152/8214,,2025-04-21,B550629,한국교육학술정보원
전자석의 마술,,전자석의 마술;개구리 공중 부양 실험;공중 부양 마술;자기부상열차의 원리;렌츠의 법칙;초등학교 3학년 과학 자석의 성질;초3 과학 자석의 성질;초등학교 5학년 과학 전기 회로;초5,,,,,https://www.edunet.net/contsMvGllry/view/152/2003978,,2025-04-21,B550629,한국교육학술정보원
우리 지역을 살리는 사회적 기업,,"사회적 기업, 지역사회, 일자리, 공헌, 개척",,,,,https://www.edunet.net/contsMvGllry/view/152/5563,,2025-04-21,B550629,한국교육학술정보원
사회적 기업의 필요성,,"생산자, 소비자, 로컬푸드, 사회적 기업, 사회적 기업가",,,,,https://www.edunet.net/contsMvGllry/view/152/73879,,2025-04-21,B550629,한국교육학술정보원
친절도 편견이 될 수 있나요,,"친절, 편견, 도움, 배려, 장애인",,,,,https://www.edunet.net/contsMvGllry/view/152/91045,,2025-04-21,B550629,한국교육학술정보원
여러 나라를 돕는 비정부기구,,"비정부기구, NGO, 국경없는 의사회, 그린피스, 세이브 더 칠드런",,,,,https://www.edunet.net/contsMvGllry/view/152/98426,,2025-04-21,B550629,한국교육학술정보원
우월적 지위와 갑질,,"갑질, 경비원, 존엄성, 갑질문화, 인권",,,,,https://www.edunet.net/contsMvGllry/view/152/1966190,,2025-04-21,B550629,한국교육학술정보원
손님은 왕,,"손님, 감정 노동자, 가족, 감정, 서비스직",,,,,https://www.edunet.net/contsMvGllry/view/152/1967281,,2025-04-21,B550629,한국교육학술정보원
"세상을 바르게 가꾸는 거래, 공정 무역",,"카카오, 축구공, 공정 무역, 무역, 공정",,,,,https://www.edunet.net/contsMvGllry/view/152/1970116,,2025-04-21,B550629,한국교육학술정보원
자유주의 정의관과 공동체주의 정의관,,"정의, 자유주의적 정의관, 공동체주의적 정의관",,,,,https://www.edunet.net/contsMvGllry/view/152/1979597,,2025-04-21,B550629,한국교육학술정보원
보편적 복지와 선별적 복지,,"복지, 보편적 복지, 선별적 복지, 복지 국가",,,,,https://www.edunet.net/contsMvGllry/view/152/1998116,,2025-04-21,B550629,한국교육학술정보원
크라우드 펀딩,,"크라우드 펀딩, 아이디어, 투자, 후원, 발명",,,,,https://www.edunet.net/contsMvGllry/view/152/2003197,,2025-04-21,B550629,한국교육학술정보원
복지 국가의 등장,,"복지 국가, 베버리지 보고서",,,,,https://www.edunet.net/contsMvGllry/view/152/2016246,,2025-04-21,B550629,한국교육학술정보원
고려의 국제도시 벽란도,,"고려, 벽란도, 고려의 무역",,,,,https://www.edunet.net/contsMvGllry/view/152/2012636,,2025-04-21,B550629,한국교육학술정보원
"조선 최고의 법, 대동법",,"조선 시대의 수취 체제, 대동법, 방납",,,,,https://www.edunet.net/contsMvGllry/view/152/4967,,2025-04-21,B550629,한국교육학술정보원
조선의 건축물에 나타난 유교 이념,,"조선, 유교, 한양, 조선의 건축물, 향교, 서원",,,,,https://www.edunet.net/contsMvGllry/view/152/24178,,2025-04-21,B550629,한국교육학술정보원
우리나라의 전통윤리,,"전통윤리, 세속오계, 홍익인간, 윤리, 전통",,,,,https://www.edunet.net/contsMvGllry/view/152/1968573,,2025-04-21,B550629,한국교육학술정보원
조선시대 세계문화유산 종묘와 왕릉,,"조선, 종묘, 왕릉, 종묘제례악, 조선왕릉",,,,,https://www.edunet.net/contsMvGllry/view/152/2023768,,2025-04-21,B550629,한국교육학술정보원
커피는 이 지역에서 나는 것이 최고,,"커피, 커피의 역사, 커피 생산국의 기후",,,,,https://www.edunet.net/contsMvGllry/view/152/75808,,2025-04-21,B550629,한국교육학술정보원
해외 유출 문화재 반환 노력,,"문화재 유출, 외규장각 조선왕조 의궤, 문화재 반환",,,,,https://www.edunet.net/contsMvGllry/view/152/62325,,2025-04-21,B550629,한국교육학술정보원
강화도 조약,,"강화도 조약, 개항, 운요호 사건",,,,,https://www.edunet.net/contsMvGllry/view/152/1975785,,2025-04-21,B550629,한국교육학술정보원
일본군 ’위안부’,,"’위안부’, 소녀상, 일본군, 피해자, 일본,",,,,,https://www.edunet.net/contsMvGllry/view/152/13122,,2025-04-21,B550629,한국교육학술정보원
독립 운동가 이야기1,,"독립 운동가, 윤봉길, 김구, 김홍일",,,,,https://www.edunet.net/contsMvGllry/view/152/25955,,2025-04-21,B550629,한국교육학술정보원
일제 강점기의 저항 문학,,"저항 문학, 일제 강점기, 일제 강점기의 문학, 이육사, 윤동주",,,,,https://www.edunet.net/contsMvGllry/view/152/58994,,2025-04-21,B550629,한국교육학술정보원
의열단,,"의열단, 김원봉, 신채호, 김익상, 김상옥, 나석주",,,,,https://www.edunet.net/contsMvGllry/view/152/70422,,2025-04-21,B550629,한국교육학술정보원
독립 운동가 이야기2,,"독립 운동가, 남자현, 독립군의 어머니",,,,,https://www.edunet.net/contsMvGllry/view/152/97666,,2025-04-21,B550629,한국교육학술정보원
학생독립운동기념일,,"항일운동, 독립, 항일, 학생독립운동, 광주",,,,,https://www.edunet.net/contsMvGllry/view/152/1998942,,2025-04-21,B550629,한국교육학술정보원
독립 운동가 이야기3,,"독립 운동가, 이회영 일가, 신흥무관학교",,,,,https://www.edunet.net/contsMvGllry/view/152/2020913,,2025-04-21,B550629,한국교육학술정보원
계절이 변하는 까닭,,계절이 변하는 이유;공전;지구의 공전에 따른 계절 변화;계절에 따른 태양의 고도 변화;빛의 각도와 단위 면적당 빛의 양 비교;초등학교 5학년 과학 지구와 달;초5 과학 지구와 달;,,,,,https://www.edunet.net/contsMvGllry/view/152/50340,,2025-04-21,B550629,한국교육학술정보원
계절에 따른 생활 모습,,4계절;4계절이 뚜렷한 나라;계절의 변화;위도;세계의 여름;세계의 크리스마스;가장 더운 지역;가장 추운 지역;초등학교 5학년 과학 지구와 달;초5 과학 지구와 달;초등학교 6학년 ,,,,,https://www.edunet.net/contsMvGllry/view/152/1970915,,2025-04-21,B550629,한국교육학술정보원
태양의 고도와 그림자,,태양;계절;한옥;처마;남중고도;햇빛;초등 6학년 1학기 과학;초6 과학;지구와 달의 운동;초등 5학년 2학기 과학;초5 과학;날씨와 우리 생활;태양;계절;한옥;처마;남중고도;햇빛;,,,,,https://www.edunet.net/contsMvGllry/view/152/2048923,,2025-04-21,B550629,한국교육학술정보원
뿌리의 구조와 하는 일,,뿌리의 구조;뿌리의 기능;뿌리의 생김새;생장점;뿌리골무;물관;체관;뿌리의 종단면;뿌리가 하는 일;지지 작용;흡수 작용;삼투현상;삼투 현상에 의한 물의 흡수;저장 작용;뿌리의 종류;,,,,,https://www.edunet.net/contsMvGllry/view/152/1985238,,2025-04-21,B550629,한국교육학술정보원
잎의 구조와 하는 일,,잎의 구조;잎이 하는 일;잎의 기능;큐티클;기공;광합성 작용;호흡 작용;증산 작용;식물의 기공;기공의 구조;기공 개폐의 원리;식물이 물을 끌어올리는 원리;식물이 1년 동안 증산하는,,,,,https://www.edunet.net/contsMvGllry/view/152/1997493,,2025-04-21,B550629,한국교육학술정보원
줄기의 구조와 하는 일,,줄기의 구조;줄기가 하는 일;줄기의 역할;줄기 내부의 구조;형성층;나이테;나이테가 생기는 이유;줄기가 하는 일;양분을 저장하는 식물;줄기에 물을 저장하는 식물;줄기의 변형;줄기의 ,,,,,https://www.edunet.net/contsMvGllry/view/152/2018483,,2025-04-21,B550629,한국교육학술정보원
고산병이란 무엇일까,,"고산병, 산소 부족",,,,,https://www.edunet.net/contsMvGllry/view/152/1997814,,2025-04-21,B550629,한국교육학술정보원
유전자 변이,,"유전자의 변이의 원인, 유번자 변이의 교정",,,,,https://www.edunet.net/contsMvGllry/view/152/2009716,,2025-04-21,B550629,한국교육학술정보원
빵을 만들자,,"발효, 연소, 환기",,,,,https://www.edunet.net/contsMvGllry/view/152/68565,,2025-04-21,B550629,한국교육학술정보원
우리 생활 속 석회의 변신,,"석회, 석회석, 석회수",,,,,https://www.edunet.net/contsMvGllry/view/152/78539,,2025-04-21,B550629,한국교육학술정보원
세탁의 과학,,"비누, 친수성, 친유성, 비누의 발달, 합성 세제",,,,,https://www.edunet.net/contsMvGllry/view/152/1980472,,2025-04-21,B550629,한국교육학술정보원
바이러스의 진화,,"인플루엔자, 바이러스의 진화, 신종플루",,,,,https://www.edunet.net/contsMvGllry/view/152/72944,,2025-04-21,B550629,한국교육학술정보원
한 시대를 지배했던 공룡은 어디에 있는가,,"공룡, 공룡의 번식, 공룡의 멸종, 공룡 분류",,,,,https://www.edunet.net/contsMvGllry/view/152/1980878,,2025-04-21,B550629,한국교육학술정보원
항생제 내성 세균,,"항생제, 페니실린, 항생제 내성",,,,,https://www.edunet.net/contsMvGllry/view/152/2012434,,2025-04-21,B550629,한국교육학술정보원
에덴 프로젝트,,"에덴 프로젝트 바이오 돔, 지중해 온실, 열대 우림 온실, 코어",,,,,https://www.edunet.net/contsMvGllry/view/152/94565,,2025-04-21,B550629,한국교육학술정보원
녹조 현상의 진실은,,"녹조 현상, 녹조 라떼, 녹조 현상 방지",,,,,https://www.edunet.net/contsMvGllry/view/152/2006353,,2025-04-21,B550629,한국교육학술정보원
기후 변화,,"기후 변화, 기후 변화의 영향",,,,,https://www.edunet.net/contsMvGllry/view/152/2019329,,2025-04-21,B550629,한국교육학술정보원
신 · 재생 에너지 종류와 이용 사례,,"화석 연료, 핵에너지, 신재생에너지",,,,,https://www.edunet.net/contsMvGllry/view/152/31505,,2025-04-21,B550629,한국교육학술정보원
음식 궁합,,"음식 궁합, 함께 먹으면 좋은 음식, 함께 먹으면 나쁜 음식",,,,,https://www.edunet.net/contsMvGllry/view/152/60438,,2025-04-21,B550629,한국교육학술정보원
식물도 소통해요,,"반려 식물, 화학 물질, 소통, 식물",,,,,https://www.edunet.net/contsMvGllry/view/152/1977941,,2025-04-21,B550629,한국교육학술정보원
무지개의 모든 것,,"무지개, 반사, 물방울, 프리즘, 빛",,,,,https://www.edunet.net/contsMvGllry/view/152/2006763,,2025-04-21,B550629,한국교육학술정보원
듣는 순간 심장이 두근거리는 뮤지컬 넘버,,"뮤지컬, 뮤지컬 넘버, 공연, 가수, 매체",,,,,https://www.edunet.net/contsMvGllry/view/152/2025224,,2025-04-21,B550629,한국교육학술정보원
노래로 공부해요,,"노래,  노래가사 바꾸기, 공부, 장기기억",,,,,https://www.edunet.net/contsMvGllry/view/152/2078898,,2025-04-21,B550629,한국교육학술정보원
"반복의 미학, 오스티나토",,"오스티나토, 리프, 볼레로",,,,,https://www.edunet.net/contsMvGllry/view/152/2078899,,2025-04-21,B550629,한국교육학술정보원
노래의 변신 변주곡의 세계,,"변주곡, 기법, 모차르트, 작은 별, 바꾸기",,,,,https://www.edunet.net/contsMvGllry/view/152/2078900,,2025-04-21,B550629,한국교육학술정보원
1시간 만에 끝내는 우쿨렐레 연주,,"우쿨렐레, 타브악보, 다문화, 악기 연주법, 코드",,,,,https://www.edunet.net/contsMvGllry/view/152/23165,,2025-04-21,B550629,한국교육학술정보원
교실에서도 드럼 연주를,,"드럼, 교실 드럼, 드럼세트",,,,,https://www.edunet.net/contsMvGllry/view/152/2078901,,2025-04-21,B550629,한국교육학술정보원
물건을 이용하여 음악 표현하기,,"물건, 창의적, 악기, 음색, 사물",,,,,https://www.edunet.net/contsMvGllry/view/152/2078902,,2025-04-21,B550629,한국교육학술정보원
타악기의 변신은 무죄물건을 이용하여 음악 표현하기,,"타악기, 스트라빈스키, 팀파니, 탬버린",,,,,https://www.edunet.net/contsMvGllry/view/152/2078903,,2025-04-21,B550629,한국교육학술정보원
오케스트라의 역사,,"오케스트라, 모차르트, 베토벤",,,,,https://www.edunet.net/contsMvGllry/view/152/2078906,,2025-04-21,B550629,한국교육학술정보원
오케스트라 세계 속으로,,"오케스트라, 오케스트라의 악기 구성, 오케스트라의 유형",,,,,https://www.edunet.net/contsMvGllry/view/152/2078907,,2025-04-21,B550629,한국교육학술정보원
교향곡과 하이든,,"교향곡, 하이든, 오케스트라",,,,,https://www.edunet.net/contsMvGllry/view/152/2078924,,2025-04-21,B550629,한국교육학술정보원
상고·삼국·통일신라시대 음악 이야기,,"우리나라, 음악사, 상고시대, 삼국시대, 통일신라시대, 역사",,,,,https://www.edunet.net/contsMvGllry/view/152/15004,,2025-04-21,B550629,한국교육학술정보원
"우리의 음악 유산, 종묘제례악",,"종묘제례악, 제례, 전통 음악, 우리나라 음악, 조선시대",,,,,https://www.edunet.net/contsMvGllry/view/152/21521,,2025-04-21,B550629,한국교육학술정보원
"우리의 음악 유산, 판소리",,"판소리, 판소리의 구성요소, 소리, 아니리, 발림",,,,,https://www.edunet.net/contsMvGllry/view/152/26703,,2025-04-21,B550629,한국교육학술정보원
정간보 보고 노래하기,,"정간보, 국악, 악보, 기보법, 전통 음악, 세종대왕",,,,,https://www.edunet.net/contsMvGllry/view/152/28668,,2025-04-21,B550629,한국교육학술정보원
우리 가까이에 있는 국악,,"국악 동요, 국악의 활용, 생활속의 국악,국악과 친해지기, 국악과 애니메이션",,,,,https://www.edunet.net/contsMvGllry/view/152/43377,,2025-04-21,B550629,한국교육학술정보원
시와 노래의 만남 ‘시조’,,"시조, 평시조, 전통 음악, 역사, 고려시대, 조선시대",,,,,https://www.edunet.net/contsMvGllry/view/152/46532,,2025-04-21,B550629,한국교육학술정보원
세마치장단에 어울리는 말 붙임새 만들기,,"말 붙임새, 세마치장단, 장구, 장단, 리듬",,,,,https://www.edunet.net/contsMvGllry/view/152/57903,,2025-04-21,B550629,한국교육학술정보원
강강술래 놀이 한마당,,"강강술래, 고사리 꺾자, 개고리 개골청, 기와 밟기, 덕석몰자",,,,,https://www.edunet.net/contsMvGllry/view/152/66503,,2025-04-21,B550629,한국교육학술정보원
주기율표와 원소 이야기,,"주기율표, 원소, 멘델레예프",,,,,https://www.edunet.net/contsMvGllry/view/152/1994910,,2025-04-21,B550629,한국교육학술정보원
전기뱀장어가 전기를 어떻게 만드나,,"전기, 뱀장어",,,,,https://www.edunet.net/contsMvGllry/view/152/8904,,2025-04-21,B550629,한국교육학술정보원
생활 속의 전동기,,"전동기의 종류, 전동기의 원리, 전동기",,,,,https://www.edunet.net/contsMvGllry/view/152/41510,,2025-04-21,B550629,한국교육학술정보원
커피 맛의 비밀,,"커피, 추출",,,,,https://www.edunet.net/contsMvGllry/view/152/40178,,2025-04-21,B550629,한국교육학술정보원
소금 이야기,,"소금, 우유니 사막, 석출",,,,,https://www.edunet.net/contsMvGllry/view/152/2019921,,2025-04-21,B550629,한국교육학술정보원
해저 열수광상,,"바다 자원, 해저 열수광상, 심해저 광물 자원 탐사",,,,,https://www.edunet.net/contsMvGllry/view/152/28183,,2025-04-21,B550629,한국교육학술정보원
물의 고갈 현상,,"물의 고갈, 물의 이동",,,,,https://www.edunet.net/contsMvGllry/view/152/54525,,2025-04-21,B550629,한국교육학술정보원
해양 에너지,,"해양 에너지, 조력 에너지, 조류 에너지, 파력 에너지",,,,,https://www.edunet.net/contsMvGllry/view/152/60545,,2025-04-21,B550629,한국교육학술정보원
사막의 오아시스 렌소이스,,"오아시스, 물의 풍화 작용, 사막",,,,,https://www.edunet.net/contsMvGllry/view/152/77609,,2025-04-21,B550629,한국교육학술정보원
북극곰과 소나무,,"산란, 소나무 잎, 북극곰, 추위 극복",,,,,https://www.edunet.net/contsMvGllry/view/152/2019201,,2025-04-21,B550629,한국교육학술정보원
재난 상황에서 안전을 지키는 방법,,"재난, 대피, 비상구, 안전, 재해",,,,,https://www.edunet.net/contsMvGllry/view/152/3338,,2025-04-21,B550629,한국교육학술정보원
직업현장의 안전 장비,,"안전, 안전장비, 직업현장, 장비, 안전대",,,,,https://www.edunet.net/contsMvGllry/view/152/27430,,2025-04-21,B550629,한국교육학술정보원
"직업 안전, 산업안전보건법이 보장해요",,"안전, 법, 재해, 산업안전보건법, 직업안전",,,,,https://www.edunet.net/contsMvGllry/view/152/44280,,2025-04-21,B550629,한국교육학술정보원
태풍의 에너지,,"태풍, 태풍의 발생 과정, 태풍의 힘",,,,,https://www.edunet.net/contsMvGllry/view/152/60711,,2025-04-21,B550629,한국교육학술정보원
수업 중 지진이 일어나면 어떻게 해야 할까,,"지진, 대피, 대피장소, 피해, 공터",,,,,https://www.edunet.net/contsMvGllry/view/152/74620,,2025-04-21,B550629,한국교육학술정보원
내진 설계의 과학적 원리,,"지진, 지진파, 내진 설계",,,,,https://www.edunet.net/contsMvGllry/view/152/1975853,,2025-04-21,B550629,한국교육학술정보원
지진으로부터의 문화재 보호,,"지진, 우리나라의 지진, 제진 구조, 면진 구조",,,,,https://www.edunet.net/contsMvGllry/view/152/2012628,,2025-04-21,B550629,한국교육학술정보원
백색광과 백색 소음,,"백색 소음, 백색광, 사운드 마스킹",,,,,https://www.edunet.net/contsMvGllry/view/152/21388,,2025-04-21,B550629,한국교육학술정보원
눈이 큰 사람 귀가 큰 사람,,"소리, 진동, 반사",,,,,https://www.edunet.net/contsMvGllry/view/152/85731,,2025-04-21,B550629,한국교육학술정보원
생명 현상과 화학 반응,,"화학 반응, 광합성, 소화와 호흡",,,,,https://www.edunet.net/contsMvGllry/view/152/11726,,2025-04-21,B550629,한국교육학술정보원
산소의 접촉을 막아라,,"화학 반응, 산화 반응",,,,,https://www.edunet.net/contsMvGllry/view/152/40096,,2025-04-21,B550629,한국교육학술정보원
"난지도, 쓰레기 산에서 에너지원으로",,"연소, 난지도, 메테인 가스",,,,,https://www.edunet.net/contsMvGllry/view/152/1991384,,2025-04-21,B550629,한국교육학술정보원
명화의 보관,,"온도와 부피, 습도, 빛",,,,,https://www.edunet.net/contsMvGllry/view/152/5483,,2025-04-21,B550629,한국교육학술정보원
눈 결정,,"눈 결정, 눈 결정의 형태",,,,,https://www.edunet.net/contsMvGllry/view/152/21400,,2025-04-21,B550629,한국교육학술정보원
하늘에 떠 있는 구름은,,"구름, 층운, 적운, 난운, 권운",,,,,https://www.edunet.net/contsMvGllry/view/152/39617,,2025-04-21,B550629,한국교육학술정보원
단열 변화,,"단열 변화, 구름의 생성, 단열 수축, 단열 팽창",,,,,https://www.edunet.net/contsMvGllry/view/152/47000,,2025-04-21,B550629,한국교육학술정보원
구름과 번개 이야기,,"구름, 구름의 생성, 번개",,,,,https://www.edunet.net/contsMvGllry/view/152/64657,,2025-04-21,B550629,한국교육학술정보원
자이로드롭과 자유 낙하,,"무중력, 자유 낙하, 자이로드롭",,,,,https://www.edunet.net/contsMvGllry/view/152/66236,,2025-04-21,B550629,한국교육학술정보원
압전 효과,,"전기, 압전 효과",,,,,https://www.edunet.net/contsMvGllry/view/152/69583,,2025-04-21,B550629,한국교육학술정보원
사람의 마음을 읽는 기계,,"거짓말 탐지기, 뇌파 분석, 신경계 반응",,,,,https://www.edunet.net/contsMvGllry/view/152/6147,,2025-04-21,B550629,한국교육학술정보원
호르몬 변화와 갱년기의 원인,,"갱년기, 호르몬의 변화, 남성 호르몬",,,,,https://www.edunet.net/contsMvGllry/view/152/97902,,2025-04-21,B550629,한국교육학술정보원
어지럼의 다양한 원인과 증상,,"난청, 어지럼증, 회전성 어지럼증, 비회전성 어지럼증, 말초성 어지럼증",,,,,https://www.edunet.net/contsMvGllry/view/152/2024539,,2025-04-21,B550629,한국교육학술정보원
생물의 재생 능력,,"생물의 재생 능력, 대식 세포, 도룡뇽, 도마뱀",,,,,https://www.edunet.net/contsMvGllry/view/152/63429,,2025-04-21,B550629,한국교육학술정보원
행성의 에너지를 얻어 우주로,,"우주 여행, 스윙바이 항법, 위치 에너지, 운동 에너지",,,,,https://www.edunet.net/contsMvGllry/view/152/43774,,2025-04-21,B550629,한국교육학술정보원
전기 생산,,"전기, 최초의 발전기, 화력 발전, 원자력 발전, 수력 발전, 송전",,,,,https://www.edunet.net/contsMvGllry/view/152/49228,,2025-04-21,B550629,한국교육학술정보원
식혜와 생체 촉매,,"촉매, 식혜 만들기, 생체 촉매, 무기 촉매, 효소",,,,,https://www.edunet.net/contsMvGllry/view/152/1972608,,2025-04-21,B550629,한국교육학술정보원
스키 점프 선수가 도약 지점에서 빠른 속력을 얻는 이유,,"속력, 위치 에너지, 운동 에너지, 역학적 에너지",,,,,https://www.edunet.net/contsMvGllry/view/152/2005595,,2025-04-21,B550629,한국교육학술정보원
탄산음료 속 산과 염기,,"산성, 염기성, 구연산, 탄산수소 나트륨",,,,,https://www.edunet.net/contsMvGllry/view/152/35489,,2025-04-21,B550629,한국교육학술정보원
"특명, 손대지 않고 변기를 깨끗하게",,"산성, 염기성, 제산제, 중화 반응",,,,,https://www.edunet.net/contsMvGllry/view/152/37814,,2025-04-21,B550629,한국교육학술정보원
마시는 차의 색깔을 바꿀 수 있다고,,"산성, 염기성, 지시약, 안토사이아닌",,,,,https://www.edunet.net/contsMvGllry/view/152/88966,,2025-04-21,B550629,한국교육학술정보원
